UTC_TIME,FUEL_USED_2,FUEL_USED_3,FUEL_USED_4,FW_GEO_ALTITUDE,VALUE_FOB,VALUE_FUEL_QTY_CT,VALUE_FUEL_QTY_FT1,VALUE_FUEL_QTY_FT2,VALUE_FUEL_QTY_FT3,VALUE_FUEL_QTY_FT4,VALUE_FUEL_QTY_LXT,VALUE_FUEL_QTY_RXT,FLIGHT_PHASE_COUNT,FUEL_USED_1,Flight,MSN,total_fuel_used,Fuel_On_board_tanks,FOB - total_fuel_used,fuel_used_per_minute_FOB_diff,fuel_used_per_minute_total_fuel_used_diff,cummalitive_fuel_used,initial_FOB,initial_FOB_calculated,fuel_used+FOB,diff_initial_FOB_fuel_used+FOB,predicted_FOB,diff_initial_FOB,alititude_diff,diff_FOB,Real_FOB-predicted_FOB,FAKE_LEAKAGE
10/31/2016 7:33,719.9596558,719.8381348,723.9379883,31000,36887,3558,1830,2556,2608,1977,12328,12032,8,721.6983643,1773,F-RBAD,2885.434143,36889,34001.56586,1,1.168579102,1772385178,39801,39802,39772.43414,28.56585693,36915.56586,-1,4,1,-28.56585693,
10/31/2016 7:33,720.241272,720.1574097,724.2625732,31001,36887,3556,1830,2556,2608,1976,12329,12034,8,722.0152588,1773,F-RBAD,2886.676514,36889,34000.32349,0,1.242370605,1772388065,39801,39802,39773.67651,27.32348633,36914.32349,-1,1,0,-27.32348633,
10/31/2016 7:33,720.5565186,720.440918,724.5505371,30998,36887,3554,1830,2556,2608,1976,12330,12036,8,722.2990112,1773,F-RBAD,2887.846985,36890,33999.15302,0,1.170471191,1772390953,39801,39802,39774.84698,26.15301514,36913.15302,-1,-3,0,-26.15301514,
10/31/2016 7:33,720.8731079,720.7248535,724.8396606,30998,36888,3552,1830,2555,2608,1976,12329,12039,8,722.5826416,1773,F-RBAD,2889.020264,36889,33998.97974,1,1.17327881,1772393842,39801,39802,39777.02026,23.97973633,36911.97974,-1,0,1,-23.97973633,
10/31/2016 7:33,721.1533203,721.008667,725.1286011,30996,36887,3548,1830,2555,2609,1976,12328,12043,8,722.8660889,1773,F-RBAD,2890.156677,36889,33996.84332,-1,1.136413572,1772396732,39801,39802,39777.15668,23.84332275,36910.84332,-1,-2,-1,-23.84332275,
10/31/2016 7:34,721.4349365,721.3290405,725.4523926,31001,36888,3547,1829,2554,2609,1976,12330,12045,8,723.1846313,1773,F-RBAD,2891.401001,36890,33996.599,1,1.244323731,1772399623,39801,39802,39779.401,21.59899902,36909.599,-1,5,1,-21.59899902,
10/31/2016 7:34,721.7168579,721.6138916,725.7407837,31000,36885,3544,1829,2554,2608,1975,12330,12047,8,723.4675293,1773,F-RBAD,2892.539063,36887,33992.46094,-3,1.138061524,1772402516,39801,39802,39777.53906,23.4609375,36908.46094,-1,-1,-3,-23.4609375,
10/31/2016 7:34,722.0339355,721.9351807,726.0670166,30997,36885,3543,1829,2554,2607,1975,12329,12049,8,723.7869873,1773,F-RBAD,2893.82312,36886,33991.17688,0,1.284057618,1772405410,39801,39802,39778.82312,22.17687988,36907.17688,-1,-3,0,-22.17687988,
10/31/2016 7:34,722.3155518,722.1850586,726.3208008,30996,36882,3539,1828,2553,2608,1974,12329,12053,8,724.0350952,1773,F-RBAD,2894.856506,36884,33987.14349,-3,1.03338623,1772408305,39801,39802,39776.85651,24.14349365,36906.14349,-1,-1,-3,-24.14349365,
10/31/2016 7:34,722.3511963,722.2206421,726.3570557,30993,36881,3538,1828,2553,2607,1974,12328,12055,8,724.0700073,1773,F-RBAD,2894.998901,36883,33986.0011,-1,0.142395019,1772411200,39801,39802,39775.9989,25.00109863,36906.0011,-1,-3,-1,-25.00109863,
10/31/2016 7:34,719.3990479,728.9039307,723.3276367,30993,36852,3474,1817,2541,2587,1967,12329,12137,8,721.1000366,1773,F-RBAD,2892.730652,36852,33959.26935,-1,1.165588379,1772416984,39801,39802,39744.73065,56.26934814,36908.26935,-1,8,-1,-56.26934814,
10/31/2016 7:34,719.6431885,729.258728,723.6499023,31002,36848,3471,1817,2540,2587,1967,12330,12139,8,721.4169312,1773,F-RBAD,2893.96875,36851,33954.03125,-4,1.238098144,1772419878,39801,39802,39741.96875,59.03125,36907.03125,-1,9,-4,-59.03125,
10/31/2016 7:34,719.9596558,729.6582031,723.9379883,30985,36848,3470,1817,2540,2587,1966,12329,12141,8,721.6983643,1773,F-RBAD,2895.254211,36850,33952.74579,0,1.285461426,1772422773,39801,39802,39743.25421,57.74578857,36905.74579,-1,-17,0,-57.74578857,
10/31/2016 7:34,720.241272,730.0568237,724.2625732,30999,36846,3467,1817,2541,2587,1966,12331,12141,8,722.0152588,1773,F-RBAD,2896.575928,36850,33949.42407,-2,1.321716308,1772425670,39801,39802,39742.57593,58.42407227,36904.42407,-1,14,-2,-58.42407227,
10/31/2016 7:34,720.5565186,730.4129639,724.5505371,31007,36847,3465,1817,2541,2587,1965,12332,12142,8,722.2990112,1773,F-RBAD,2897.819031,36849,33949.18097,1,1.243103027,1772428568,39801,39802,39744.81903,56.18096924,36903.18097,-1,8,1,-56.18096924,
10/31/2016 7:34,720.8731079,730.8130493,724.8396606,30991,36846,3463,1816,2541,2587,1965,12331,12144,8,722.5826416,1773,F-RBAD,2899.108459,36847,33946.89154,-1,1.289428712,1772431467,39801,39802,39745.10846,55.89154053,36901.89154,-1,-16,-1,-55.89154053,
10/31/2016 7:34,721.1533203,731.1254883,725.1286011,31003,36845,3461,1816,2540,2588,1964,12330,12147,8,722.8660889,1773,F-RBAD,2900.273499,36846,33944.7265,-1,1.165039061,1772434367,39801,39802,39745.2735,55.72650147,36900.7265,-1,12,-1,-55.72650147,
10/31/2016 7:34,721.4349365,731.5255127,725.4523926,31011,36845,3458,1816,2540,2588,1964,12331,12149,8,723.1846313,1773,F-RBAD,2901.597473,36846,33943.40253,0,1.32397461,1772437269,39801,39802,39746.59747,54.40252686,36899.40253,-1,8,0,-54.40252686,
10/31/2016 7:34,721.7168579,731.8798828,725.7407837,30989,36841,3455,1815,2540,2588,1963,12332,12149,8,723.4675293,1773,F-RBAD,2902.805054,36842,33938.19495,-4,1.207580566,1772440171,39801,39802,39743.80505,57.19494629,36898.19495,-1,-22,-4,-57.19494629,
10/31/2016 7:34,722.0339355,732.2786255,726.0670166,30999,36839,3454,1815,2540,2587,1963,12332,12151,8,723.7869873,1773,F-RBAD,2904.166565,36842,33934.83344,-2,1.361511232,1772443076,39801,39802,39743.16656,57.83343506,36896.83344,-1,10,-2,-57.83343506,
10/31/2016 7:34,722.3155518,732.633606,726.3208008,31011,36837,3452,1815,2540,2587,1962,12331,12154,8,724.0350952,1773,F-RBAD,2905.305054,36841,33931.69495,-2,1.138488769,1772445981,39801,39802,39742.30505,58.69494629,36895.69495,-1,12,-2,-58.69494629,
10/31/2016 7:34,722.5985107,732.9894409,726.6455078,30992,36835,3449,1814,2539,2587,1962,12330,12157,8,724.3530273,1773,F-RBAD,2906.586487,36838,33928.41351,-2,1.281433105,1772448887,39801,39802,39741.58649,59.41351318,36894.41351,-1,-19,-2,-59.41351318,
10/31/2016 7:34,722.8795166,733.3444214,726.9345093,30997,36833,3445,1813,2539,2587,1962,12331,12158,8,724.6362305,1773,F-RBAD,2907.794678,36835,33925.20532,-2,1.208190919,1772451795,39801,39802,39740.79468,60.20532226,36893.20532,-1,5,-2,-60.20532226,
10/31/2016 7:34,723.1971436,733.7429199,727.2599487,31011,36832,3442,1813,2539,2587,1961,12331,12160,8,724.9556885,1773,F-RBAD,2909.155701,36833,33922.8443,-1,1.361022949,1772454704,39801,39802,39741.1557,59.84429932,36891.8443,-1,14,-1,-59.84429932,
10/31/2016 7:34,723.4796753,734.0978394,727.5859985,30990,36830,3440,1813,2539,2586,1961,12331,12162,8,725.2758179,1773,F-RBAD,2910.439331,36832,33919.56067,-2,1.28363037,1772457615,39801,39802,39740.43933,60.56066895,36890.56067,-1,-21,-2,-60.56066895,
10/31/2016 7:34,723.7977905,734.4991455,727.8389282,30999,36828,3439,1813,2538,2586,1960,12330,12164,8,725.5262451,1773,F-RBAD,2911.662109,36830,33916.33789,-2,1.222778321,1772460526,39801,39802,39739.66211,61.33789063,36889.33789,-1,9,-2,-61.33789063,
10/31/2016 7:34,724.081604,734.8094482,728.1662598,31011,36827,3437,1813,2538,2585,1960,12330,12167,8,725.8481445,1773,F-RBAD,2912.905457,36830,33914.09454,-1,1.243347168,1772463439,39801,39802,39739.90546,61.09454346,36888.09454,-1,12,-1,-61.09454346,
10/31/2016 7:34,724.3649292,735.2075195,728.4580688,30991,36827,3434,1812,2538,2585,1960,12331,12169,8,726.1342773,1773,F-RBAD,2914.164795,36829,33912.83521,0,1.259338379,1772466354,39801,39802,39741.16479,59.83520508,36886.83521,-1,-20,0,-59.83520508,
10/31/2016 7:34,724.649231,735.5617065,728.7855835,30998,36827,3432,1812,2537,2584,1959,12331,12172,8,726.4561157,1773,F-RBAD,2915.452637,36827,33911.54736,0,1.287841797,1772469269,39801,39802,39742.45264,58.54736328,36885.54736,-1,7,0,-58.54736328,
10/31/2016 7:34,724.9692993,735.9590454,729.076416,31009,36826,3430,1812,2537,2584,1959,12330,12175,8,726.7436523,1773,F-RBAD,2916.748413,36827,33909.25159,-1,1.295776367,1772472186,39801,39802,39742.74841,58.25158691,36884.25159,-1,11,-1,-58.25158691,
10/31/2016 7:34,725.2645264,736.357605,729.3818359,30992,36824,3426,1811,2537,2584,1959,12330,12178,8,727.0429077,1773,F-RBAD,2918.046875,36825,33905.95313,-2,1.298461914,1772475104,39801,39802,39742.04688,58.953125,36882.95313,-1,-17,-2,-58.953125,
10/31/2016 7:34,725.6385498,736.6690063,729.7208252,30996,36823,3425,1811,2537,2583,1959,12330,12181,8,727.3770142,1773,F-RBAD,2919.405396,36826,33903.5946,-1,1.358520508,1772478023,39801,39802,39742.4054,58.59460449,36881.5946,-1,4,-1,-58.59460449,
10/31/2016 7:34,725.9545288,737.0674438,730.1362915,31008,36821,3423,1810,2536,2583,1958,12330,12183,8,727.7867432,1773,F-RBAD,2920.945007,36823,33900.05499,-2,1.539611817,1772480944,39801,39802,39741.94501,59.05499268,36880.05499,-1,12,-2,-59.05499268,
10/31/2016 7:34,726.3608398,737.4139404,730.5041504,30991,36822,3419,1810,2536,2583,1958,12331,12185,8,728.1503906,1773,F-RBAD,2922.429321,36822,33899.57068,1,1.484313965,1772483867,39801,39802,39744.42932,56.57067871,36878.57068,-1,-17,1,-56.57067871,
10/31/2016 7:34,726.7575684,737.7830811,730.9124146,30995,36819,3418,1810,2536,2583,1958,12331,12186,8,728.5545044,1773,F-RBAD,2924.007568,36822,33894.99243,-3,1.57824707,1772486791,39801,39802,39743.00757,57.99243164,36876.99243,-1,4,-3,-57.99243164,
10/31/2016 7:35,727.1074219,738.1290894,731.2272339,31007,36820,3416,1810,2536,2584,1957,12331,12189,8,728.8658447,1773,F-RBAD,2925.32959,36823,33894.67041,1,1.322021484,1772489716,39801,39802,39745.32959,55.67041016,36875.67041,-1,12,1,-55.67041016,
10/31/2016 7:35,727.5014648,738.4898071,731.6294556,30989,36819,3413,1809,2535,2584,1957,12330,12192,8,729.2630005,1773,F-RBAD,2926.883728,36820,33892.11627,-1,1.554138183,1772492643,39801,39802,39745.88373,55.11627197,36874.11627,-1,-18,-1,-55.11627197,
10/31/2016 7:35,727.8085938,738.8487549,731.9872437,30995,36819,3410,1809,2535,2584,1957,12330,12194,8,729.6169434,1773,F-RBAD,2928.261536,36819,33890.73846,0,1.377807617,1772495571,39801,39802,39747.26154,53.73846436,36872.73846,-1,6,0,-53.73846436,
10/31/2016 7:35,728.2045898,739.2382813,732.3894653,31004,36816,3408,1809,2535,2584,1956,12331,12196,8,730.0137329,1773,F-RBAD,2929.846069,36819,33886.15393,-3,1.584533692,1772498501,39801,39802,39745.84607,55.15393066,36871.15393,-1,9,-3,-55.15393066,
10/31/2016 7:35,728.555542,739.5837402,732.7459717,30990,36814,3406,1809,2535,2583,1956,12331,12197,8,730.3670654,1773,F-RBAD,2931.252319,36817,33882.74768,-2,1.40625,1772501432,39801,39802,39745.25232,55.74768066,36869.74768,-1,-14,-2,-55.74768066,
10/31/2016 7:35,728.9508667,739.9711304,733.1035767,30995,36812,3404,1809,2535,2583,1956,12331,12199,8,730.7201538,1773,F-RBAD,2932.745728,36817,33879.25427,-2,1.493408203,1772504365,39801,39802,39744.74573,56.25427246,36868.25427,-1,5,-2,-56.25427246,
10/31/2016 7:35,729.300354,740.2675171,733.4608765,31006,36811,3401,1809,2535,2581,1955,12332,12201,8,731.072998,1773,F-RBAD,2934.101746,36814,33876.89825,-1,1.356018067,1772507299,39801,39802,39745.10175,55.89825439,36866.89825,-1,11,-1,-55.89825439,
10/31/2016 7:35,729.6500244,740.6430054,733.8609619,30987,36811,3399,1809,2534,2581,1955,12332,12203,8,731.4689941,1773,F-RBAD,2935.622986,36813,33875.37701,0,1.521240234,1772510235,39801,39802,39746.62299,54.37701416,36865.37701,-1,-19,0,-54.37701416,
10/31/2016 7:35,730.0001831,740.97229,734.2623291,30999,36809,3397,1808,2534,2581,1954,12332,12205,8,731.8647461,1773,F-RBAD,2937.099548,36811,33871.90045,-2,1.4765625,1772513172,39801,39802,39746.09955,54.90045166,36863.90045,-1,12,-2,-54.90045166,
10/31/2016 7:35,730.3935547,741.3347778,734.6202393,31012,36808,3394,1808,2534,2582,1954,12332,12206,8,732.2178345,1773,F-RBAD,2938.566406,36810,33869.43359,-1,1.466857911,1772516110,39801,39802,39746.56641,54.43359375,36862.43359,-1,13,-1,-54.43359375,
10/31/2016 7:35,730.7424927,741.6525879,735.0246582,30990,36806,3392,1807,2533,2582,1954,12331,12209,8,732.6160889,1773,F-RBAD,2940.035828,36808,33865.96417,-2,1.469421386,1772519050,39801,39802,39746.03583,54.96417236,36860.96417,-1,-22,-2,-54.96417236,
10/31/2016 7:35,731.1355591,742.0053101,735.338501,31000,36805,3389,1807,2533,2582,1953,12331,12211,8,732.9239502,1773,F-RBAD,2941.40332,36806,33863.59668,-1,1.367492676,1772521992,39801,39802,39746.40332,54.59667969,36859.59668,-1,10,-1,-54.59667969,
10/31/2016 7:35,731.4436035,742.2787476,735.7403564,31007,36801,3385,1806,2533,2583,1953,12331,12213,8,733.3213501,1773,F-RBAD,2942.784058,36804,33858.21594,-4,1.380737305,1772524935,39801,39802,39743.78406,57.21594238,36858.21594,-1,7,-4,-57.21594238,
10/31/2016 7:35,731.8388672,742.6261597,736.0982666,30989,36800,3384,1806,2533,2581,1953,12332,12215,8,733.6754761,1773,F-RBAD,2944.23877,36804,33855.76123,-1,1.454711914,1772527879,39801,39802,39744.23877,56.76123047,36856.76123,-1,-18,-1,-56.76123047,
10/31/2016 7:35,732.1894531,742.9700317,736.5006714,31003,36797,3382,1806,2532,2581,1952,12331,12217,8,734.0721436,1773,F-RBAD,2945.7323,36801,33851.2677,-3,1.493530273,1772530824,39801,39802,39742.7323,58.26770019,36855.2677,-1,14,-3,-58.26770019,
10/31/2016 7:35,732.5834961,743.2719727,736.8590088,31005,36797,3378,1805,2532,2580,1952,12330,12220,8,734.425415,1773,F-RBAD,2947.139893,36797,33849.86011,0,1.407592773,1772533772,39801,39802,39744.13989,56.86010742,36853.86011,-1,2,0,-56.86010742,
10/31/2016 7:35,732.9765015,743.5704956,737.2178955,30989,36793,3375,1805,2531,2580,1951,12329,12223,8,734.7807007,1773,F-RBAD,2948.545593,36794,33844.45441,-4,1.405700684,1772536720,39801,39802,39741.54559,59.45440674,36852.45441,-1,-16,-4,-59.45440674,
10/31/2016 7:35,733.2820435,743.866333,737.5758057,31006,36788,3374,1804,2531,2579,1951,12328,12226,8,735.1347046,1773,F-RBAD,2949.858887,36793,33838.14111,-5,1.313293457,1772539670,39801,39802,39737.85889,63.14111328,36851.14111,-1,17,-5,-63.14111328,
10/31/2016 7:35,733.6749878,744.1960449,737.9794922,31009,36785,3371,1804,2531,2577,1951,12328,12228,8,735.531311,1773,F-RBAD,2951.381836,36790,33833.61816,-3,1.522949219,1772542621,39801,39802,39736.38184,64.61816406,36849.61816,-1,3,-3,-64.61816406,
10/31/2016 7:35,734.0251465,744.4874878,738.3384399,30990,36782,3367,1803,2530,2575,1951,12328,12230,8,735.885376,1773,F-RBAD,2952.73645,36784,33829.26355,-3,1.354614257,1772545574,39801,39802,39734.73645,66.26354981,36848.26355,-1,-19,-3,-66.26354981,
10/31/2016 7:35,734.4188232,744.8134155,738.741394,31008,36779,3366,1803,2530,2573,1950,12328,12233,8,736.2843018,1773,F-RBAD,2954.257935,36783,33824.74207,-3,1.521484375,1772548528,39801,39802,39733.25793,67.74206543,36846.74207,-1,18,-3,-67.74206543,
10/31/2016 7:35,734.7684937,745.1012573,739.0535278,30994,36776,3364,1803,2530,2572,1950,12327,12236,8,736.5926514,1773,F-RBAD,2955.51593,36782,33820.48407,-3,1.257995605,1772551484,39801,39802,39731.51593,69.48406982,36845.48407,-1,-14,-3,-69.48406982,
10/31/2016 7:35,735.1178589,745.3893433,739.4569702,30990,36775,3361,1803,2529,2570,1950,12327,12238,8,736.989563,1773,F-RBAD,2956.953735,36778,33818.04626,-1,1.437805177,1772554441,39801,39802,39731.95374,69.04626465,36844.04626,-1,-4,-1,-69.04626465,
10/31/2016 7:35,735.4675293,745.6773682,739.8140259,31010,36773,3359,1802,2529,2569,1949,12327,12240,8,737.3417358,1773,F-RBAD,2958.300659,36775,33814.69934,-2,1.346923828,1772557399,39801,39802,39731.30066,69.69934082,36842.69934,-1,20,-2,-69.69934082,
10/31/2016 7:35,735.8589478,746.0003052,740.2156372,31006,36772,3356,1802,2529,2568,1949,12327,12242,8,737.7360229,1773,F-RBAD,2959.810913,36773,33812.18909,-1,1.510253906,1772560359,39801,39802,39731.81091,69.18908691,36841.18909,-1,-4,-1,-69.18908691,
10/31/2016 7:35,736.2076416,746.288208,740.6174927,30989,36770,3353,1802,2529,2568,1949,12327,12245,8,738.1328735,1773,F-RBAD,2961.246216,36773,33808.75378,-2,1.435302735,1772563320,39801,39802,39731.24622,69.75378418,36839.75378,-1,-17,-2,-69.75378418,
10/31/2016 7:35,736.5998535,746.6121826,740.9313965,31007,36768,3350,1801,2528,2567,1948,12327,12247,8,738.442749,1773,F-RBAD,2962.586182,36768,33805.41382,-2,1.339965819,1772566283,39801,39802,39730.58618,70.41381836,36838.41382,-1,18,-2,-70.41381836,
10/31/2016 7:35,736.9508057,746.8646851,741.3361206,31002,36768,3349,1801,2528,2567,1948,12328,12248,8,738.8406372,1773,F-RBAD,2963.992249,36769,33804.00775,0,1.406066895,1772569247,39801,39802,39731.99225,69.00775147,36837.00775,-1,-5,0,-69.00775147,
10/31/2016 7:35,737.2937012,747.1893311,741.6868286,30992,36764,3346,1801,2528,2567,1947,12328,12250,8,739.1877441,1773,F-RBAD,2965.357605,36767,33798.6424,-4,1.365356446,1772572212,39801,39802,39729.3576,71.64239502,36835.6424,-1,-10,-4,-71.64239502,
10/31/2016 7:35,737.6320801,747.4800415,742.0541992,31010,36762,3344,1801,2528,2566,1947,12327,12253,8,739.5539551,1773,F-RBAD,2966.720276,36766,33795.27972,-2,1.362670898,1772575179,39801,39802,39728.72028,72.27972412,36834.27972,-1,18,-2,-72.27972412,
10/31/2016 7:35,738.0133667,747.8078613,742.3973389,30999,36760,3340,1800,2528,2565,1947,12328,12255,8,739.8903809,1773,F-RBAD,2968.108948,36763,33791.89105,-2,1.388671874,1772578147,39801,39802,39728.10895,72.89105225,36832.89105,-1,-11,-2,-72.89105225,
10/31/2016 7:35,738.3498535,748.1381226,742.7594604,30989,36759,3339,1800,2528,2564,1946,12329,12256,8,740.2460327,1773,F-RBAD,2969.493469,36762,33789.50653,-1,1.384521486,1772581116,39801,39802,39728.49347,72.50653076,36831.50653,-1,-10,-1,-72.50653076,
10/31/2016 7:35,738.7366333,748.3956909,743.125,31011,36760,3337,1800,2527,2563,1946,12329,12259,8,740.609375,1773,F-RBAD,2970.866699,36761,33789.1333,1,1.37322998,1772584087,39801,39802,39730.8667,70.13330078,36830.1333,-1,22,1,-70.13330078,
10/31/2016 7:35,739.0396729,748.7259521,743.5171509,31001,36759,3334,1800,2527,2563,1945,12329,12261,8,740.9990845,1773,F-RBAD,2972.28186,36759,33786.71814,-1,1.415161133,1772587060,39801,39802,39731.28186,69.71813965,36828.71814,-1,-10,-1,-69.71813965,
10/31/2016 7:35,739.4290161,749.0195313,743.8644409,30992,36757,3332,1800,2527,2564,1945,12330,12263,8,741.3419189,1773,F-RBAD,2973.654907,36761,33783.34509,-2,1.373046874,1772590033,39801,39802,39730.65491,70.34509277,36827.34509,-1,-9,-2,-70.34509277,
10/31/2016 7:35,739.8136597,749.3490601,744.2542725,31014,36758,3329,1800,2527,2564,1944,12330,12265,8,741.725647,1773,F-RBAD,2975.142639,36759,33782.85736,1,1.487731935,1772593008,39801,39802,39733.14264,67.85736084,36825.85736,-1,22,1,-67.85736084,
10/31/2016 7:35,740.1495972,749.6418457,744.5541382,31002,36758,3327,1799,2527,2564,1944,12330,12268,8,742.0209961,1773,F-RBAD,2976.366577,36759,33781.63342,0,1.223937988,1772595985,39801,39802,39734.36658,66.63342285,36824.63342,-1,-12,0,-66.63342285,
10/31/2016 7:35,740.5227051,749.9337769,744.9346313,30991,36758,3325,1799,2527,2564,1944,12330,12270,8,742.3939819,1773,F-RBAD,2977.785095,36759,33780.2149,0,1.418518066,1772598963,39801,39802,39735.7851,65.21490479,36823.2149,-1,-11,0,-65.21490479,
10/31/2016 7:35,740.8079224,750.2272949,745.2670898,31009,36757,3322,1799,2526,2565,1943,12330,12272,8,742.7214355,1773,F-RBAD,2979.023743,36757,33777.97626,-1,1.238647461,1772601942,39801,39802,39736.02374,64.97625732,36821.97626,-1,18,-1,-64.97625732,
10/31/2016 7:35,741.1692505,750.5569458,745.6351318,30999,36755,3321,1799,2526,2566,1943,12330,12274,8,743.0847778,1773,F-RBAD,2980.446106,36759,33774.55389,-2,1.422363281,1772604922,39801,39802,39735.44611,65.55389404,36820.55389,-1,-10,-2,-65.55389404,
10/31/2016 7:35,741.4844971,750.8491211,745.9576416,30992,36755,3317,1798,2526,2566,1943,12331,12276,8,743.4011841,1773,F-RBAD,2981.692444,36757,33773.30756,0,1.246337891,1772607904,39801,39802,39736.69244,64.30755615,36819.30756,-1,-7,0,-64.30755615,
10/31/2016 7:35,741.835144,751.1783447,746.3165283,31011,36757,3316,1798,2526,2567,1942,12332,12277,8,743.7540283,1773,F-RBAD,2983.084045,36758,33773.91595,2,1.391601562,1772610887,39801,39802,39740.08405,60.91595459,36817.91595,-1,19,2,-60.91595459,
10/31/2016 7:35,742.1448975,751.4341431,746.5927124,30998,36757,3313,1798,2525,2568,1942,12331,12281,8,744.0245972,1773,F-RBAD,2984.19635,36758,33772.80365,0,1.112304687,1772613871,39801,39802,39741.19635,59.8036499,36816.80365,-1,-13,0,-59.8036499,
10/31/2016 7:35,742.4520874,751.7635498,746.9450684,30995,36755,3311,1797,2525,2568,1942,12329,12285,8,744.3718262,1773,F-RBAD,2985.532532,36757,33769.46747,-2,1.336181641,1772616857,39801,39802,39740.53253,60.46746826,36815.46747,-1,-3,-2,-60.46746826,
10/31/2016 7:35,742.7565308,752.0543213,747.293457,31010,36752,3309,1797,2524,2568,1942,12329,12287,8,744.7142944,1773,F-RBAD,2986.818604,36756,33765.1814,-3,1.286071778,1772619843,39801,39802,39738.8186,62.18139648,36814.1814,-1,15,-3,-62.18139648,
10/31/2016 7:35,743.0944214,752.3800659,747.5998535,31002,36751,3306,1797,2524,2568,1941,12329,12289,8,745.0160522,1773,F-RBAD,2988.090393,36754,33762.90961,-1,1.271789551,1772622831,39801,39802,39739.09039,61.90960693,36812.90961,-1,-8,-1,-61.90960693,
10/31/2016 7:35,743.3917236,752.668396,747.9035645,30996,36752,3304,1796,2524,2567,1941,12329,12292,8,745.3151245,1773,F-RBAD,2989.278809,36753,33762.72119,1,1.188415527,1772625821,39801,39802,39741.27881,59.72119141,36811.72119,-1,-6,1,-59.72119141,
10/31/2016 7:35,743.72229,752.956543,748.2037964,31014,36748,3300,1796,2523,2567,1940,12328,12294,8,745.6099854,1773,F-RBAD,2990.492615,36748,33757.50739,-4,1.213806153,1772628811,39801,39802,39738.49261,62.50738525,36810.50739,-1,18,-4,-62.50738525,
10/31/2016 7:35,743.9775391,753.2435303,748.5390625,31006,36748,3299,1795,2523,2568,1940,12327,12297,8,745.9395752,1773,F-RBAD,2991.699707,36749,33756.30029,0,1.207092283,1772631803,39801,39802,39739.69971,61.30029297,36809.30029,-1,-8,0,-61.30029297,
10/31/2016 7:35,744.3032227,753.5662842,748.835022,30994,36748,3296,1795,2523,2567,1940,12329,12298,8,746.2306519,1773,F-RBAD,2992.935181,36748,33755.06482,0,1.235473634,1772634796,39801,39802,39740.93518,60.06481934,36808.06482,-1,-12,0,-60.06481934,
10/31/2016 7:35,744.5908203,753.8877563,749.1662598,31011,36745,3295,1795,2522,2568,1939,12329,12300,8,746.5564575,1773,F-RBAD,2994.201294,36748,33750.79871,-3,1.266113282,1772637790,39801,39802,39739.20129,61.79870605,36806.79871,-1,17,-3,-61.79870605,
10/31/2016 7:35,744.9140015,754.1738892,749.4599609,31002,36742,3292,1795,2522,2567,1939,12329,12302,8,746.8456421,1773,F-RBAD,2995.393494,36746,33746.60651,-3,1.192199707,1772640785,39801,39802,39737.39349,63.60650635,36805.60651,-1,-9,-3,-63.60650635,
10/31/2016 7:35,745.2352905,754.4598999,749.7539063,30996,36743,3290,1794,2522,2568,1939,12328,12305,8,747.1332397,1773,F-RBAD,2996.582336,36746,33746.41766,1,1.188842772,1772643782,39801,39802,39739.58234,61.41766357,36804.41766,-1,-6,1,-61.41766357,
10/31/2016 7:35,745.4850464,754.7451172,750.0474243,31009,36740,3287,1794,2521,2568,1939,12327,12308,8,747.4200439,1773,F-RBAD,2997.697632,36744,33742.30237,-3,1.115295411,1772646780,39801,39802,39737.69763,63.30236816,36803.30237,-1,13,-3,-63.30236816,
10/31/2016 7:35,745.8068848,755.0667725,750.376709,30996,36741,3286,1794,2521,2567,1938,12328,12309,8,747.7424316,1773,F-RBAD,2998.992798,36743,33742.0072,1,1.295166016,1772649779,39801,39802,39739.9928,61.00720215,36802.0072,-1,-13,1,-61.00720215,
10/31/2016 7:35,746.092041,755.3521118,750.668457,30992,36740,3285,1793,2520,2567,1938,12327,12311,8,748.0304565,1773,F-RBAD,3000.143066,36741,33739.85693,-1,1.150268554,1772652779,39801,39802,39740.14307,60.85693359,36800.85693,-1,-4,-1,-60.85693359,
10/31/2016 7:35,746.4129028,755.6732178,750.9972534,31008,36739,3283,1793,2520,2567,1938,12327,12314,8,748.3540649,1773,F-RBAD,3001.437439,36742,33737.56256,-1,1.294372558,1772655780,39801,39802,39740.43744,60.56256104,36799.56256,-1,16,-1,-60.56256104,
10/31/2016 7:35,746.699585,755.9586792,751.2541504,31005,36737,3281,1792,2519,2566,1938,12326,12316,8,748.605957,1773,F-RBAD,3002.518372,36738,33734.48163,-2,1.080932618,1772658783,39801,39802,39739.51837,61.48162842,36798.48163,-1,-3,-2,-61.48162842,
10/31/2016 7:35,746.987854,756.2444458,751.5847778,30990,36738,3280,1792,2519,2566,1938,12326,12318,8,748.9310303,1773,F-RBAD,3003.748108,36739,33734.25189,1,1.229736328,1772661787,39801,39802,39741.74811,59.25189209,36797.25189,-1,-15,1,-59.25189209,
10/31/2016 7:35,747.2766724,756.5309448,751.8804932,31003,36737,3279,1791,2518,2567,1938,12326,12321,8,749.2208862,1773,F-RBAD,3004.908997,36740,33732.091,-1,1.160888671,1772664792,39801,39802,39741.909,59.09100342,36796.091,-1,13,-1,-59.09100342,
